pl_name,hostname,default_flag,pl_orbsmax,pl_rade,pl_radj,pl_masse,st_refname,st_spectype,st_teff,st_rad,st_mass,sy_dist,sy_gaiamag
HD 5319 c,HD 5319,1,1.93,,,,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4871,4.06,1.27,121.405,7.77238
HD 55696 b,HD 55696,1,3.18,,,,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,G0 V,6012,1.52,1.29,77.9693,7.81135
HD 5583 b,HD 5583,1,0.53,,,,<a refstr=NIEDZIELSKI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A..62N/abstract target=ref>Niedzielski et al. 2016</a>,,4830,9.09,1.01,219.216,7.30769
HD 5608 b,HD 5608,1,1.911,,,,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4877,5.14,1.53,58.1105,5.72695
HD 564 b,HD 564,1,1.2,,,,<a refstr=MOUTOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..48M/abstract target=ref>Moutou et al. 2015</a>,G2/G3 V,5902,1.01,0.96,51.1659,8.17077
HD 5891 b,HD 5891,1,0.64,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4673,10.64,1.93,283.502,7.79825
HD 59686 A b,HD 59686 A,1,1.086,,,,<a refstr=ORTIZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...595A..55O/abstract target=ref>Ortiz et al. 2016</a>,K2 III,4658,13.2,1.9,89.2721,5.13228
HD 60292 b,HD 60292,1,1.5,,,,<a refstr=LEE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020JKAS...53...27L/abstract target=ref>Lee et al. 2020</a>,K0 III,4348,27,1.7,315.211,6.53238
HD 60532 b,HD 60532,1,0.77,,,,<a refstr=BORGNIET_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...599A..57B/abstract target=ref>Borgniet et al. 2017</a>,,6245,2.57,1.5,25.9716,4.30793
HD 60532 c,HD 60532,1,1.6,,,,<a refstr=BORGNIET_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...599A..57B/abstract target=ref>Borgniet et al. 2017</a>,,6245,2.57,1.5,25.9716,4.30793
HD 62509 b,HD 62509,1,1.64,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4892.63,,,,
HD 63433 b,HD 63433,1,0.0719,2.15,0.192,,<a refstr=MANN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200500047M/abstract target=ref>Mann et al. 2020</a>,,5640,0.91,0.99,22.4035,6.71831
HD 63433 c,HD 63433,1,0.1458,2.67,0.238,,<a refstr=MANN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200500047M/abstract target=ref>Mann et al. 2020</a>,,5640,0.91,0.99,22.4035,6.71831
HD 63454 b,HD 63454,1,0.04,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4812,0.77,0.42,37.6894,9.05402
HD 63765 b,HD 63765,1,0.94,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5449,0.83,0.65,32.5376,7.90983
HD 64114 b,HD 64114,1,0.246,,,,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,G7 V,5676,,0.95,31.5262,7.52581
HD 6434 b,HD 6434,1,0.14,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5769,1.12,1.1,42.358,7.5609
HD 65216 b,HD 65216,1,1.301,,,,<a refstr=WITTENMYER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.5859W/abstract target=ref>Wittenmyer et al. 2019</a>,,5612,,0.87,35.1205,7.7943
HD 65216 c,HD 65216,1,5.75,,,,<a refstr=WITTENMYER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.5859W/abstract target=ref>Wittenmyer et al. 2019</a>,,5612,,0.87,35.1205,7.7943
HD 66141 b,HD 66141,1,1.2,,,,<a refstr=LEE_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...548A.118L/abstract target=ref> Lee et al. 2012 </a>,K2 III,4323,21.4,1.1,68.1509,3.97926
HD 66428 b,HD 66428,1,3.467,,,,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,,5773,1.1,1.08,53.2817,8.08142
HD 66428 c,HD 66428,1,23,,,,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,,5647.6,1.17,1.05,53.2817,8.08142
HD 67087 b,HD 67087,1,1.08,,,,<a refstr=HARAKAWA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806....5H/abstract target=ref>Harakawa et al. 2015</a>,F8 V,6330,1.55,1.36,76.5217,7.92235
HD 67087 c,HD 67087,1,3.86,,,,<a refstr=HARAKAWA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806....5H/abstract target=ref>Harakawa et al. 2015</a>,F8 V,6330,1.55,1.36,76.5217,7.92235
HD 6718 b,HD 6718,1,3.55,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5801,0.95,1.08,51.3444,8.28147
HD 68402 b,HD 68402,1,2.18,,,,<a refstr=JENKINS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.466..443J/abstract target=ref>Jenkins et al. 2017</a>,G5 IV/V,5950,1.02,1.12,78.4293,8.95443
HD 68988 b,HD 68988,1,0.07,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5932,1.19,1.28,60.8447,8.04611
HD 68988 c,HD 68988,1,13.2,,,,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,,5883.41,1.26,1.17,60.8447,8.04611
HD 69830 b,HD 69830,1,0.0785,,,,<a refstr=LOVIS_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006Natur.441..305L/abstract target=ref> Lovis et al. 2006 </a>,,5385,,0.86,12.5591,5.75392
HD 69830 c,HD 69830,1,0.186,,,,<a refstr=LOVIS_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006Natur.441..305L/abstract target=ref> Lovis et al. 2006 </a>,,5385,,0.86,12.5591,5.75392
HD 69830 d,HD 69830,1,0.63,,,,<a refstr=LOVIS_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006Natur.441..305L/abstract target=ref> Lovis et al. 2006 </a>,,5385,,0.86,12.5591,5.75392
HD 70573 b,HD 70573,1,1.76,,,,<a refstr=SETIAWAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...660L.145S /abstract target=ref> Setiawan et al. 2007 </a>,G1-1.5 V,5737,,1,59.182,8.54261
HD 70642 b,HD 70642,1,3.318,,,,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,,5732,0.98,1.08,29.276,6.99211
HD 7199 b,HD 7199,1,1.36,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5371,0.97,0.77,36.1531,7.83743
HD 72490 b,HD 72490,1,1.88,,,,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4934,4.96,1.21,126.339,7.57415
HD 72659 b,HD 72659,1,4.75,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5932,1.46,1.43,51.8949,7.3107
HD 72892 b,HD 72892,1,0.228,,,,<a refstr=JENKINS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.466..443J/abstract target=ref>Jenkins et al. 2017</a>,G5 V,5688,1.22,1.02,69.7311,8.6469
HD 73267 b,HD 73267,1,2.187,,,,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,,5387,0.91,0.9,50.4093,8.67835
HD 73526 b,HD 73526,1,0.65,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5601,1.53,1.14,97.2396,8.79682
HD 73526 c,HD 73526,1,1.03,,,,<a refstr=WITTENMYER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...780..140W/abstract target=ref>  Wittenmyer et al. 2014 </a>,,,,1.01,97.2396,8.79682
HD 73534 b,HD 73534,1,2.99,,,,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4917,2.58,1.16,83.3321,7.95707
HD 74156 b,HD 74156,1,0.292,,,,<a refstr=WITTENMYER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJS..182...97W/abstract target=ref> Wittenmyer et al. 2009 </a>,G0,6068,,1.24,57.603,7.46934
HD 74156 c,HD 74156,1,3.85,,,,<a refstr=WITTENMYER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJS..182...97W/abstract target=ref> Wittenmyer et al. 2009 </a>,G0,6068,,1.24,57.603,7.46934
HD 7449 b,HD 7449,1,2.38,,,,<a refstr=WITTENMYER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.5859W/abstract target=ref>Wittenmyer et al. 2019</a>,,6024,,1.05,38.662,7.34996
HD 75289 b,HD 75289,1,0.05,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6117,1.23,1.29,29.1158,6.21047
HD 75784 b,HD 75784,1,1.032,,,,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4867,3.4,1.26,85.4321,7.5599
HD 75784 c,HD 75784,1,8.4,,,,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4867,3.4,1.26,85.4321,7.5599
HD 75898 b,HD 75898,1,1.191,,,,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,G0,5963,1.58,1.26,78.0505,7.89597
HD 76700 b,HD 76700,1,0.05,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5644,1.37,0.99,60.8831,7.97348
HD 76920 b,HD 76920,1,1.149,,,,<a refstr=WITTENMYER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..274W/abstract target=ref>Wittenmyer et al. 2017</a>,K1 III,4698,7.47,1.17,184.031,7.5144
HD 77338 b,HD 77338,1,0.06,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5341,0.97,1.37,45.935,8.40992
HD 7924 b,HD 7924,1,0.06,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5131,0.78,0.65,16.9922,6.92516
HD 7924 c,HD 7924,1,0.1134,,,,<a refstr=FULTON_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...805..175F/abstract target=ref>Fulton et al. 2015</a>,K0.5 V,5075,0.78,0.83,16.9922,6.92516
HD 7924 d,HD 7924,1,0.1551,,,,<a refstr=FULTON_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...805..175F/abstract target=ref>Fulton et al. 2015</a>,K0.5 V,5075,0.78,0.83,16.9922,6.92516
HD 79498 b,HD 79498,1,2.98,,,,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,G5,5748,1.05,1.08,48.9489,7.8859
HD 80606 b,HD 80606,1,,11.994,1.07,1392.0954,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5561,1.04,1.15,66.4711,8.82008
HD 80653 b,HD 80653,1,0.0166,1.613,0.144,5.6,<a refstr=FRUSTAGLI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...633A.133F/abstract target=ref>Frustagli et al. 2020</a>,G2,,1.22,1.18,109.86,9.30733
HD 81040 b,HD 81040,1,1.94,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5755,0.91,1.05,34.4341,7.55543
HD 81688 b,HD 81688,1,0.81,,,,<a refstr=SATO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008PASJ...60..539S/abstract target=ref> Sato et al. 2008 </a>,,4753,13,2.1,85.7183,5.12598
HD 81817 b,HD 81817,1,3.3,,,,<a refstr=BANG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200509273B/abstract target=ref>Bang et al. 2020</a>,K3 III,4140,83.8,4.3,269.126,3.80122
HD 82886 b,HD 82886,1,1.58,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4953,5.26,2.53,127.061,7.38096
HD 82943 b,HD 82943,1,1.18306,,,534.25,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5935,1.18,1.08,27.5902,6.38964
HD 82943 c,HD 82943,1,0.74345,,,622.603,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5935,1.18,1.08,27.5902,6.38964
HD 8326 b,HD 8326,1,0.533,,,,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,K2 V,4914,,0.8,30.6862,8.47487
HD 83443 b,HD 83443,1,0.04,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5442,0.94,0.79,40.8991,8.0265
HD 8535 b,HD 8535,1,2.45,,,,<a refstr=NAEF_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...523A..15N/abstract target=ref> Naef et al. 2010 </a>,G0 V,6136,1.19,1.13,55.4401,7.56066
HD 85390 b,HD 85390,1,1.373,,,,<a refstr=WITTENMYER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.5859W/abstract target=ref>Wittenmyer et al. 2019</a>,,5186,,0.76,33.5225,8.29462
HD 85512 b,HD 85512,1,0.26,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4300,0.71,0.43,11.281,7.18726
HD 8574 b,HD 8574,1,0.76,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6064,1.38,1.34,44.8264,6.98345
HD 86081 b,HD 86081,1,0.0346,,,,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,F8,5939,1.46,1.21,103.936,8.58804
HD 86226 b,HD 86226,1,2.73,,,143.0235,<a refstr=TESKE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200713927T/abstract target=ref>Teske et al. 2020</a>,G1 V,5863,1.05,1.02,45.683,7.7713
HD 86226 c,HD 86226,1,0.049,2.16,0.193,7.25,<a refstr=TESKE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200713927T/abstract target=ref>Teske et al. 2020</a>,G1 V,5863,1.05,1.02,45.683,7.7713
HD 86264 b,HD 86264,1,2.86,,,,<a refstr=FISCHER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...703.1545F/abstract target=ref> Fischer et al. 2009 </a>,,6210,1.88,1.42,67.8107,7.28372
